failure_event_id,asset_id,pm_event_id_context,failure_date,ticket_open_date,ticket_close_date,failure_category,severity,priority,description,downtime_hours,labor_hours,labor_cost,material_cost,other_costs,total_cost,root_cause,region,environment_type,model
FAIL_003009,GEN_0636,PM_006293,2025-12-29,2025-12-29,2025-12-29,Battery,Medium,Normal,Battery issue observed after PM cycle,5.5,1.93,137.09,772.16,151.02,923.18,Electrical instability,Central,Coastal,MTU-480
FAIL_003010,GEN_0637,PM_006294,2023-04-11,2023-04-11,2023-04-11,Oil,Medium,Normal,Oil issue observed after PM cycle,7.68,3.03,315.17,859.94,210.33,1070.27,Overdue maintenance,Central,Hot-Dry,KOH-400
FAIL_003011,GEN_0637,PM_006294,2023-04-14,2023-04-14,2023-04-14,Oil,Medium,Normal,Oil issue observed after PM cycle,3.34,4.54,447.35,1237.69,193.15,1430.84,Heat stress,Central,Hot-Dry,KOH-400
FAIL_003012,GEN_0637,PM_006294,2023-05-13,2023-05-13,2023-05-13,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,8.73,2.44,243.82,888.61,233.17,1121.78,Heat stress,Central,Hot-Dry,KOH-400
FAIL_003013,GEN_0637,PM_006298,2024-04-17,2024-04-17,2024-04-17,Battery,Medium,Normal,Battery issue observed after PM cycle,3.88,5.66,568.7,1131.39,260.64,1392.03,Wear and tear,Central,Hot-Dry,KOH-400
FAIL_003014,GEN_0637,PM_006298,2024-04-20,2024-04-20,2024-04-20,Oil,Medium,Normal,Oil issue observed after PM cycle,8.27,4.95,510.92,807.8,200.04,1007.84,Electrical instability,Central,Hot-Dry,KOH-400
FAIL_003015,GEN_0637,PM_006299,2024-08-03,2024-08-03,2024-08-03,Oil,Medium,Normal,Oil issue observed after PM cycle,2.91,3.5,367.28,413.73,244.58,658.31,Electrical instability,Central,Hot-Dry,KOH-400
FAIL_003016,GEN_0637,PM_006299,2024-08-30,2024-08-30,2024-08-30,Starter,Critical,High,Starter issue observed after PM cycle,9.27,6.36,576.08,1716.09,140.15,1856.24,Corrosion,Central,Hot-Dry,KOH-400
FAIL_003017,GEN_0637,PM_006299,2024-09-16,2024-09-16,2024-09-16,Starter,Medium,Normal,Starter issue observed after PM cycle,11.27,3.9,350.99,496.44,199.68,696.12,Fuel contamination,Central,Hot-Dry,KOH-400
FAIL_003018,GEN_0637,PM_006302,2025-08-05,2025-08-05,2025-08-05,Alternator,Critical,High,Alternator issue observed after PM cycle,9.66,6.39,634.88,2049.44,180.54,2229.98,Fuel contamination,Central,Hot-Dry,KOH-400
FAIL_003019,GEN_0637,PM_006302,2025-08-22,2025-08-22,2025-08-22,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.31,3.33,218.62,841.26,125.89,967.15,Wear and tear,Central,Hot-Dry,KOH-400
FAIL_003020,GEN_0638,PM_006309,2024-02-25,2024-02-25,2024-02-25,Oil,Critical,High,Oil issue observed after PM cycle,8.13,6.63,593.36,1745.17,171.32,1916.49,Overdue maintenance,South,Rural,GENX-550
FAIL_003021,GEN_0639,PM_006320,2023-12-14,2023-12-14,2023-12-14,Oil,Low,Normal,Oil issue observed after PM cycle,5.74,1.54,140.47,680.78,271.9,952.68,Overdue maintenance,East,Rural,KOH-400
FAIL_003022,GEN_0639,PM_006321,2024-03-05,2024-03-05,2024-03-05,Alternator,Low,Normal,Alternator issue observed after PM cycle,6.19,4.51,390.9,405.94,149.43,555.37,Wear and tear,East,Rural,KOH-400
FAIL_003023,GEN_0639,PM_006325,2025-03-10,2025-03-10,2025-03-10,Fuel,Medium,Normal,Fuel issue observed after PM cycle,7.53,3.05,323.56,657.8,81.14,738.94,Overdue maintenance,East,Rural,KOH-400
FAIL_003024,GEN_0639,PM_006326,2025-06-05,2025-06-05,2025-06-05,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,4.73,2.87,203.26,1080.64,155.44,1236.08,Wear and tear,East,Rural,KOH-400
FAIL_003025,GEN_0640,PM_006329,2023-05-01,2023-05-01,2023-05-01,Cooling,Medium,Normal,Cooling issue observed after PM cycle,7.5,3.72,359.99,1116.38,175.79,1292.17,Fuel contamination,South,Hot-Dry,KOH-400
FAIL_003026,GEN_0640,PM_006329,2023-05-31,2023-05-31,2023-05-31,Alternator,Low,Normal,Alternator issue observed after PM cycle,4.31,2.8,220.57,644.28,238.35,882.63,Electrical instability,South,Hot-Dry,KOH-400
FAIL_003027,GEN_0640,PM_006332,2024-04-13,2024-04-13,2024-04-13,Cooling,Critical,High,Cooling issue observed after PM cycle,7.76,7.44,530.18,1738.06,202.34,1940.4,Wear and tear,South,Hot-Dry,KOH-400
FAIL_003028,GEN_0640,PM_006333,2024-07-24,2024-07-24,2024-07-24,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,7.54,3.49,234.68,1284.2,152.04,1436.24,Electrical instability,South,Hot-Dry,KOH-400
FAIL_003029,GEN_0640,PM_006335,2025-02-09,2025-02-09,2025-02-09,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,4.27,3.33,279.45,1520.71,133.17,1653.88,Wear and tear,South,Hot-Dry,KOH-400
FAIL_003030,GEN_0640,PM_006336,2025-04-14,2025-04-14,2025-04-14,Control Panel,Critical,High,Control Panel issue observed after PM cycle,10.35,4.9,413.19,1047.09,158.45,1205.54,Electrical instability,South,Hot-Dry,KOH-400
FAIL_003031,GEN_0640,PM_006336,2025-04-19,2025-04-19,2025-04-19,Fuel,Medium,Normal,Fuel issue observed after PM cycle,2.65,2.53,176.64,1142.45,259.76,1402.21,Wear and tear,South,Hot-Dry,KOH-400
FAIL_003032,GEN_0640,PM_006337,2025-07-03,2025-07-03,2025-07-03,Fuel,Medium,Normal,Fuel issue observed after PM cycle,5.53,3.83,420.97,813.07,140.84,953.91,Overdue maintenance,South,Hot-Dry,KOH-400
FAIL_003033,GEN_0640,PM_006337,2025-07-06,2025-07-06,2025-07-06,Oil,Low,Normal,Oil issue observed after PM cycle,7.5,1.75,148.96,950.35,105.23,1055.58,Wear and tear,South,Hot-Dry,KOH-400
FAIL_003034,GEN_0640,PM_006337,2025-07-28,2025-07-28,2025-07-28,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.5,2.43,161.09,1080.98,157.02,1238.0,Wear and tear,South,Hot-Dry,KOH-400
FAIL_003035,GEN_0640,PM_006338,2025-09-27,2025-09-27,2025-09-27,Oil,High,High,Oil issue observed after PM cycle,11.67,5.39,435.41,1540.07,151.78,1691.85,Electrical instability,South,Hot-Dry,KOH-400
FAIL_003036,GEN_0641,PM_006341,2023-08-14,2023-08-14,2023-08-14,Fuel,Medium,Normal,Fuel issue observed after PM cycle,4.76,1.94,137.96,969.9,121.29,1091.19,Electrical instability,East,Rural,KOH-400
FAIL_003037,GEN_0641,PM_006344,2024-09-17,2024-09-17,2024-09-17,Battery,High,High,Battery issue observed after PM cycle,11.8,7.21,558.29,2172.67,174.74,2347.41,Fuel contamination,East,Rural,KOH-400
FAIL_003038,GEN_0641,PM_006345,2025-02-01,2025-02-01,2025-02-01,Fuel,Medium,Normal,Fuel issue observed after PM cycle,1.72,2.49,228.46,1168.36,259.3,1427.66,Wear and tear,East,Rural,KOH-400
FAIL_003039,GEN_0641,PM_006346,2025-05-07,2025-05-07,2025-05-07,Cooling,Medium,Normal,Cooling issue observed after PM cycle,4.04,2.29,183.16,1333.8,219.56,1553.36,Wear and tear,East,Rural,KOH-400
FAIL_003040,GEN_0642,PM_006349,2023-03-07,2023-03-07,2023-03-07,Cooling,Medium,Normal,Cooling issue observed after PM cycle,3.86,4.69,491.99,320.48,83.26,403.74,Wear and tear,South,Coastal,KOH-400
FAIL_003041,GEN_0642,PM_006350,2023-07-19,2023-07-19,2023-07-19,Battery,High,High,Battery issue observed after PM cycle,10.35,3.71,351.36,1884.15,194.45,2078.6,Wear and tear,South,Coastal,KOH-400
FAIL_003042,GEN_0642,PM_006351,2023-10-18,2023-10-18,2023-10-18,Battery,Low,Normal,Battery issue observed after PM cycle,8.05,2.61,283.48,434.84,160.6,595.44,Wear and tear,South,Coastal,KOH-400
FAIL_003043,GEN_0642,PM_006351,2023-10-20,2023-10-20,2023-10-20,Cooling,Critical,High,Cooling issue observed after PM cycle,9.13,3.93,292.11,1743.93,117.28,1861.21,Overdue maintenance,South,Coastal,KOH-400
FAIL_003044,GEN_0642,PM_006353,2024-04-18,2024-04-18,2024-04-18,Fuel,Medium,Normal,Fuel issue observed after PM cycle,1.66,4.83,519.33,1176.54,130.49,1307.03,Fuel contamination,South,Coastal,KOH-400
FAIL_003045,GEN_0642,PM_006353,2024-04-29,2024-04-29,2024-04-29,Oil,Medium,Normal,Oil issue observed after PM cycle,5.18,3.42,315.08,548.27,227.27,775.54,Electrical instability,South,Coastal,KOH-400
FAIL_003046,GEN_0642,PM_006353,2024-05-18,2024-05-18,2024-05-18,Battery,Low,Normal,Battery issue observed after PM cycle,3.24,6.38,504.37,1275.21,135.98,1411.19,Wear and tear,South,Coastal,KOH-400
FAIL_003047,GEN_0642,PM_006355,2024-10-23,2024-10-23,2024-10-23,Cooling,High,High,Cooling issue observed after PM cycle,9.84,5.83,639.68,1384.17,204.82,1588.99,Wear and tear,South,Coastal,KOH-400
FAIL_003048,GEN_0643,PM_006363,2024-01-10,2024-01-10,2024-01-10,Cooling,Medium,Normal,Cooling issue observed after PM cycle,3.78,1.79,182.7,1185.57,163.11,1348.68,Wear and tear,Central,Cold,CUM-500
FAIL_003049,GEN_0643,PM_006364,2024-06-23,2024-06-23,2024-06-23,Oil,Medium,Normal,Oil issue observed after PM cycle,6.61,2.92,202.44,1075.66,167.27,1242.93,Electrical instability,Central,Cold,CUM-500
FAIL_003050,GEN_0643,PM_006366,2025-02-03,2025-02-03,2025-02-03,Battery,Low,Normal,Battery issue observed after PM cycle,6.54,4.63,430.43,882.64,213.84,1096.48,Overdue maintenance,Central,Cold,CUM-500
FAIL_003051,GEN_0643,PM_006368,2025-10-03,2025-10-03,2025-10-03,Fuel,Medium,Normal,Fuel issue observed after PM cycle,6.59,2.41,194.28,120.0,241.16,361.16,Wear and tear,Central,Cold,CUM-500
FAIL_003052,GEN_0644,PM_006371,2023-09-28,2023-09-28,2023-09-28,Oil,Medium,Normal,Oil issue observed after PM cycle,8.21,2.85,208.73,574.48,181.26,755.74,Overdue maintenance,South,Hot-Dry,GENX-550
FAIL_003053,GEN_0644,PM_006372,2024-01-01,2024-01-01,2024-01-01,Control Panel,High,High,Control Panel issue observed after PM cycle,11.74,6.92,753.83,857.36,141.78,999.14,Corrosion,South,Hot-Dry,GENX-550
FAIL_003054,GEN_0645,PM_006380,2023-10-07,2023-10-07,2023-10-07,Fuel,Low,Normal,Fuel issue observed after PM cycle,1.0,1.88,144.0,480.49,128.13,608.62,Overdue maintenance,North,Cold,CUM-500
FAIL_003055,GEN_0645,PM_006387,2025-12-22,2025-12-22,2025-12-22,Starter,High,High,Starter issue observed after PM cycle,8.38,5.31,420.09,1209.67,160.32,1369.99,Corrosion,North,Cold,CUM-500
FAIL_003056,GEN_0646,PM_006389,2023-07-31,2023-07-31,2023-07-31,Fuel,Low,Normal,Fuel issue observed after PM cycle,7.9,2.42,231.95,1133.28,184.3,1317.58,Overdue maintenance,East,Rural,CAT-450
FAIL_003057,GEN_0646,PM_006392,2024-04-20,2024-04-20,2024-04-20,Oil,Medium,Normal,Oil issue observed after PM cycle,1.0,1.45,158.69,743.15,178.75,921.9,Overdue maintenance,East,Rural,CAT-450
FAIL_003058,GEN_0646,PM_006393,2024-07-03,2024-07-03,2024-07-03,Cooling,Medium,Normal,Cooling issue observed after PM cycle,8.16,3.34,278.9,697.24,218.0,915.24,Heat stress,East,Rural,CAT-450
FAIL_003059,GEN_0646,PM_006395,2025-03-10,2025-03-10,2025-03-10,Cooling,Medium,Normal,Cooling issue observed after PM cycle,9.34,3.05,276.7,802.19,177.18,979.37,Corrosion,East,Rural,CAT-450
FAIL_003060,GEN_0647,PM_006399,2023-02-17,2023-02-17,2023-02-17,Alternator,Medium,Normal,Alternator issue observed after PM cycle,5.57,4.02,436.94,152.13,193.86,345.99,Overdue maintenance,North,Hot-Dry,CUM-500
FAIL_003061,GEN_0647,PM_006399,2023-04-06,2023-04-06,2023-04-06,Cooling,Medium,Normal,Cooling issue observed after PM cycle,6.07,3.9,255.3,805.9,152.74,958.64,Electrical instability,North,Hot-Dry,CUM-500
FAIL_003062,GEN_0647,PM_006399,2023-04-09,2023-04-09,2023-04-09,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,8.01,3.73,265.97,1015.53,187.76,1203.29,Wear and tear,North,Hot-Dry,CUM-500
FAIL_003063,GEN_0647,PM_006402,2023-11-30,2023-11-30,2023-11-30,Cooling,High,High,Cooling issue observed after PM cycle,7.86,5.1,337.53,1462.7,121.22,1583.92,Wear and tear,North,Hot-Dry,CUM-500
FAIL_003064,GEN_0647,PM_006402,2023-12-07,2023-12-07,2023-12-07,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.17,3.45,281.11,910.68,204.1,1114.78,Overdue maintenance,North,Hot-Dry,CUM-500
FAIL_003065,GEN_0647,PM_006402,2023-12-12,2023-12-12,2023-12-12,Oil,Medium,Normal,Oil issue observed after PM cycle,6.66,3.25,257.88,1317.47,121.01,1438.48,Wear and tear,North,Hot-Dry,CUM-500
FAIL_003066,GEN_0647,PM_006403,2024-05-12,2024-05-12,2024-05-12,Cooling,Medium,Normal,Cooling issue observed after PM cycle,8.57,2.8,302.88,1751.08,141.89,1892.97,Wear and tear,North,Hot-Dry,CUM-500
FAIL_003067,GEN_0647,PM_006405,2024-09-07,2024-09-07,2024-09-07,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,5.63,1.67,133.7,681.0,180.85,861.85,Wear and tear,North,Hot-Dry,CUM-500
FAIL_003068,GEN_0647,PM_006407,2025-04-23,2025-04-23,2025-04-23,Oil,Medium,Normal,Oil issue observed after PM cycle,1.0,2.29,205.51,911.36,152.91,1064.27,Wear and tear,North,Hot-Dry,CUM-500
FAIL_003069,GEN_0648,PM_006416,2025-03-13,2025-03-13,2025-03-13,Control Panel,High,High,Control Panel issue observed after PM cycle,5.96,3.7,310.14,1612.21,111.41,1723.62,Wear and tear,West,Urban,CAT-450
FAIL_003070,GEN_0648,PM_006417,2025-08-13,2025-08-13,2025-08-13,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.71,3.71,400.51,1636.2,153.04,1789.24,Wear and tear,West,Urban,CAT-450
FAIL_003071,GEN_0649,PM_006419,2023-02-11,2023-02-11,2023-02-11,Oil,Critical,High,Oil issue observed after PM cycle,8.77,4.17,371.33,1337.57,177.65,1515.22,Heat stress,North,Hot-Dry,GENX-550
FAIL_003072,GEN_0649,PM_006421,2023-09-01,2023-09-01,2023-09-01,Oil,Medium,Normal,Oil issue observed after PM cycle,9.43,4.61,355.06,676.34,132.68,809.02,Wear and tear,North,Hot-Dry,GENX-550
FAIL_003073,GEN_0649,PM_006426,2025-02-15,2025-02-15,2025-02-15,Oil,Low,Normal,Oil issue observed after PM cycle,6.93,4.21,339.44,905.32,219.18,1124.5,Wear and tear,North,Hot-Dry,GENX-550
FAIL_003074,GEN_0649,PM_006426,2025-02-27,2025-02-27,2025-02-27,Battery,Low,Normal,Battery issue observed after PM cycle,5.39,3.92,364.51,1412.53,121.51,1534.04,Fuel contamination,North,Hot-Dry,GENX-550
FAIL_003075,GEN_0649,PM_006427,2025-04-28,2025-04-28,2025-04-28,Oil,Medium,Normal,Oil issue observed after PM cycle,6.71,2.88,283.35,1042.68,173.3,1215.98,Overdue maintenance,North,Hot-Dry,GENX-550
FAIL_003076,GEN_0649,PM_006429,2025-10-21,2025-10-21,2025-10-21,Oil,Critical,High,Oil issue observed after PM cycle,7.93,5.65,400.27,1268.85,180.17,1449.02,Wear and tear,North,Hot-Dry,GENX-550
FAIL_003077,GEN_0650,PM_006436,2024-11-04,2024-11-04,2024-11-04,Cooling,High,High,Cooling issue observed after PM cycle,10.45,3.96,330.26,1774.86,175.88,1950.74,Wear and tear,Central,Urban,GENX-550
FAIL_003078,GEN_0650,PM_006439,2025-10-29,2025-10-29,2025-10-29,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.25,5.19,401.92,1411.44,195.21,1606.65,Fuel contamination,Central,Urban,GENX-550
FAIL_003079,GEN_0651,PM_006440,2023-04-02,2023-04-02,2023-04-02,Battery,Low,Normal,Battery issue observed after PM cycle,3.92,3.09,292.18,614.06,230.04,844.1,Wear and tear,North,Urban,CUM-500
FAIL_003080,GEN_0651,PM_006441,2023-07-05,2023-07-05,2023-07-05,Starter,High,High,Starter issue observed after PM cycle,4.66,4.99,329.19,1385.16,218.78,1603.94,Electrical instability,North,Urban,CUM-500
FAIL_003081,GEN_0651,PM_006444,2024-05-02,2024-05-02,2024-05-02,Oil,Medium,Normal,Oil issue observed after PM cycle,6.41,2.33,195.47,300.07,197.06,497.13,Overdue maintenance,North,Urban,CUM-500
FAIL_003082,GEN_0651,PM_006445,2024-06-13,2024-06-13,2024-06-13,Starter,Low,Normal,Starter issue observed after PM cycle,1.47,2.66,218.71,703.1,165.11,868.21,Heat stress,North,Urban,CUM-500
FAIL_003083,GEN_0651,PM_006446,2024-10-21,2024-10-21,2024-10-21,Oil,High,High,Oil issue observed after PM cycle,8.19,6.09,601.38,1718.56,131.73,1850.29,Fuel contamination,North,Urban,CUM-500
FAIL_003084,GEN_0651,PM_006447,2025-01-22,2025-01-22,2025-01-22,Fuel,Low,Normal,Fuel issue observed after PM cycle,8.93,2.71,242.81,549.83,305.88,855.71,Corrosion,North,Urban,CUM-500
FAIL_003085,GEN_0652,PM_006451,2023-02-19,2023-02-19,2023-02-19,Battery,Medium,Normal,Battery issue observed after PM cycle,3.95,3.17,290.29,978.65,157.5,1136.15,Heat stress,East,Coastal,GENX-550
FAIL_003086,GEN_0652,PM_006454,2024-03-30,2024-03-30,2024-03-30,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,9.84,1.59,114.16,615.19,154.31,769.5,Wear and tear,East,Coastal,GENX-550
FAIL_003087,GEN_0652,PM_006458,2025-07-18,2025-07-18,2025-07-18,Oil,Medium,Normal,Oil issue observed after PM cycle,3.43,3.48,251.53,806.21,221.02,1027.23,Overdue maintenance,East,Coastal,GENX-550
FAIL_003088,GEN_0652,PM_006459,2025-12-10,2025-12-10,2025-12-10,Fuel,Low,Normal,Fuel issue observed after PM cycle,7.42,4.44,450.17,706.83,282.26,989.09,Electrical instability,East,Coastal,GENX-550
FAIL_003089,GEN_0652,PM_006459,2025-12-29,2025-12-29,2025-12-29,Alternator,Low,Normal,Alternator issue observed after PM cycle,10.49,3.79,366.69,1007.56,80.0,1087.56,Wear and tear,East,Coastal,GENX-550
FAIL_003090,GEN_0653,PM_006461,2023-10-06,2023-10-06,2023-10-06,Oil,Critical,High,Oil issue observed after PM cycle,5.79,4.99,475.18,1912.91,210.48,2123.39,Overdue maintenance,East,Rural,MTU-480
FAIL_003091,GEN_0654,PM_006468,2023-03-11,2023-03-11,2023-03-11,Starter,High,High,Starter issue observed after PM cycle,11.25,5.2,547.59,1634.01,146.74,1780.75,Wear and tear,North,Hot-Dry,CAT-450
FAIL_003092,GEN_0654,PM_006468,2023-03-21,2023-03-21,2023-03-21,Alternator,High,High,Alternator issue observed after PM cycle,7.86,4.73,517.55,1236.08,243.1,1479.18,Overdue maintenance,North,Hot-Dry,CAT-450
FAIL_003093,GEN_0654,PM_006471,2024-03-18,2024-03-18,2024-03-18,Fuel,High,High,Fuel issue observed after PM cycle,9.41,5.52,374.27,1795.58,202.7,1998.28,Electrical instability,North,Hot-Dry,CAT-450
FAIL_003094,GEN_0654,PM_006473,2024-08-16,2024-08-16,2024-08-16,Cooling,Low,Normal,Cooling issue observed after PM cycle,5.93,1.9,204.5,827.73,216.92,1044.65,Overdue maintenance,North,Hot-Dry,CAT-450
FAIL_003095,GEN_0654,PM_006473,2024-08-24,2024-08-24,2024-08-24,Alternator,High,High,Alternator issue observed after PM cycle,11.72,7.47,711.03,1365.83,141.39,1507.22,Fuel contamination,North,Hot-Dry,CAT-450
FAIL_003096,GEN_0654,PM_006473,2024-09-29,2024-09-29,2024-09-29,Alternator,Medium,Normal,Alternator issue observed after PM cycle,3.53,4.66,450.3,1134.2,218.56,1352.76,Wear and tear,North,Hot-Dry,CAT-450
FAIL_003097,GEN_0654,PM_006474,2024-12-26,2024-12-26,2024-12-26,Starter,Medium,Normal,Starter issue observed after PM cycle,7.33,5.37,404.15,1163.45,249.34,1412.79,Wear and tear,North,Hot-Dry,CAT-450
FAIL_003098,GEN_0654,PM_006475,2025-02-05,2025-02-05,2025-02-05,Starter,High,High,Starter issue observed after PM cycle,10.42,7.38,604.67,1448.4,151.55,1599.95,Corrosion,North,Hot-Dry,CAT-450
FAIL_003099,GEN_0654,PM_006478,2025-11-12,2025-11-12,2025-11-12,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,4.94,5.29,534.69,248.49,168.36,416.85,Wear and tear,North,Hot-Dry,CAT-450
FAIL_003100,GEN_0654,PM_006478,2025-12-09,2025-12-09,2025-12-09,Starter,Medium,Normal,Starter issue observed after PM cycle,7.86,3.79,397.47,1128.34,145.73,1274.07,Electrical instability,North,Hot-Dry,CAT-450
FAIL_003101,GEN_0655,PM_006480,2023-09-03,2023-09-03,2023-09-03,Starter,Medium,Normal,Starter issue observed after PM cycle,7.77,3.41,277.91,1040.41,148.19,1188.6,Electrical instability,Central,Rural,MTU-480
FAIL_003102,GEN_0655,PM_006481,2023-10-16,2023-10-16,2023-10-16,Fuel,Low,Normal,Fuel issue observed after PM cycle,5.4,4.21,332.63,1086.54,189.04,1275.58,Overdue maintenance,Central,Rural,MTU-480
FAIL_003103,GEN_0655,PM_006481,2023-12-13,2023-12-13,2023-12-13,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,5.26,3.97,389.53,1501.79,177.01,1678.8,Overdue maintenance,Central,Rural,MTU-480
FAIL_003104,GEN_0655,PM_006484,2025-01-15,2025-01-15,2025-01-15,Starter,Medium,Normal,Starter issue observed after PM cycle,2.65,2.85,262.26,820.43,168.08,988.51,Heat stress,Central,Rural,MTU-480
FAIL_003105,GEN_0656,PM_006488,2023-03-27,2023-03-27,2023-03-27,Cooling,High,High,Cooling issue observed after PM cycle,4.16,6.64,642.39,1645.74,305.24,1950.98,Fuel contamination,Central,Rural,CAT-450
FAIL_003106,GEN_0656,PM_006488,2023-03-30,2023-03-30,2023-03-30,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,8.44,2.33,190.34,652.29,251.27,903.56,Electrical instability,Central,Rural,CAT-450
FAIL_003107,GEN_0656,PM_006490,2023-10-03,2023-10-03,2023-10-03,Cooling,Low,Normal,Cooling issue observed after PM cycle,3.49,2.6,230.53,349.75,115.26,465.01,Heat stress,Central,Rural,CAT-450
FAIL_003108,GEN_0656,PM_006490,2023-11-13,2023-11-13,2023-11-13,Battery,Low,Normal,Battery issue observed after PM cycle,4.92,4.99,346.9,1137.13,173.49,1310.62,Fuel contamination,Central,Rural,CAT-450
FAIL_003109,GEN_0656,PM_006492,2024-03-29,2024-03-29,2024-03-29,Alternator,Critical,High,Alternator issue observed after PM cycle,11.4,5.45,485.57,1629.2,160.13,1789.33,Wear and tear,Central,Rural,CAT-450
FAIL_003110,GEN_0656,PM_006494,2024-11-02,2024-11-02,2024-11-02,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,8.51,3.35,257.43,776.46,210.15,986.61,Wear and tear,Central,Rural,CAT-450
FAIL_003111,GEN_0656,PM_006497,2025-08-18,2025-08-18,2025-08-18,Fuel,Low,Normal,Fuel issue observed after PM cycle,7.69,5.11,346.63,873.6,185.73,1059.33,Wear and tear,Central,Rural,CAT-450
FAIL_003112,GEN_0657,PM_006501,2023-11-27,2023-11-27,2023-11-27,Alternator,Medium,Normal,Alternator issue observed after PM cycle,5.76,3.32,328.19,941.87,206.51,1148.38,Wear and tear,South,Cold,CUM-500
FAIL_003113,GEN_0657,PM_006501,2023-12-13,2023-12-13,2023-12-13,Fuel,High,High,Fuel issue observed after PM cycle,12.51,5.28,540.15,1811.26,143.11,1954.37,Wear and tear,South,Cold,CUM-500
FAIL_003114,GEN_0657,PM_006502,2024-03-12,2024-03-12,2024-03-12,Battery,High,High,Battery issue observed after PM cycle,6.76,5.59,432.14,1594.92,189.76,1784.68,Corrosion,South,Cold,CUM-500
FAIL_003115,GEN_0657,PM_006506,2025-04-21,2025-04-21,2025-04-21,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.63,3.25,338.63,1267.79,187.21,1455.0,Corrosion,South,Cold,CUM-500
FAIL_003116,GEN_0658,PM_006512,2023-09-27,2023-09-27,2023-09-27,Alternator,Medium,Normal,Alternator issue observed after PM cycle,4.93,4.25,395.36,504.22,143.15,647.37,Wear and tear,West,Rural,KOH-400
FAIL_003117,GEN_0658,PM_006512,2023-10-19,2023-10-19,2023-10-19,Alternator,Low,Normal,Alternator issue observed after PM cycle,1.0,2.8,243.72,903.95,174.12,1078.07,Electrical instability,West,Rural,KOH-400
FAIL_003118,GEN_0658,PM_006514,2024-03-28,2024-03-28,2024-03-28,Battery,Low,Normal,Battery issue observed after PM cycle,3.47,2.66,270.73,849.94,131.75,981.69,Wear and tear,West,Rural,KOH-400
FAIL_003119,GEN_0658,PM_006514,2024-04-09,2024-04-09,2024-04-09,Cooling,High,High,Cooling issue observed after PM cycle,10.22,5.33,360.92,1425.41,121.87,1547.28,Electrical instability,West,Rural,KOH-400
FAIL_003120,GEN_0658,PM_006516,2024-11-04,2024-11-04,2024-11-04,Cooling,Low,Normal,Cooling issue observed after PM cycle,8.26,5.36,554.78,1277.11,233.85,1510.96,Fuel contamination,West,Rural,KOH-400
FAIL_003121,GEN_0658,PM_006517,2024-12-22,2024-12-22,2024-12-22,Fuel,High,High,Fuel issue observed after PM cycle,9.99,4.32,411.91,855.27,178.29,1033.56,Overdue maintenance,West,Rural,KOH-400
FAIL_003122,GEN_0658,PM_006518,2025-04-07,2025-04-07,2025-04-07,Alternator,Low,Normal,Alternator issue observed after PM cycle,9.17,3.72,402.72,865.76,197.97,1063.73,Fuel contamination,West,Rural,KOH-400
FAIL_003123,GEN_0659,PM_006523,2023-05-11,2023-05-11,2023-05-11,Fuel,High,High,Fuel issue observed after PM cycle,5.51,5.91,526.04,1224.67,229.9,1454.57,Overdue maintenance,East,Hot-Dry,CUM-500
FAIL_003124,GEN_0659,PM_006526,2024-03-13,2024-03-13,2024-03-13,Control Panel,High,High,Control Panel issue observed after PM cycle,10.85,6.62,458.55,1359.51,245.84,1605.35,Wear and tear,East,Hot-Dry,CUM-500
FAIL_003125,GEN_0659,PM_006527,2024-07-11,2024-07-11,2024-07-11,Starter,Medium,Normal,Starter issue observed after PM cycle,7.69,2.25,181.33,1198.8,204.8,1403.6,Overdue maintenance,East,Hot-Dry,CUM-500
FAIL_003126,GEN_0659,PM_006529,2025-01-11,2025-01-11,2025-01-11,Starter,Medium,Normal,Starter issue observed after PM cycle,9.16,4.43,362.74,1038.95,100.45,1139.4,Heat stress,East,Hot-Dry,CUM-500
FAIL_003127,GEN_0659,PM_006530,2025-04-22,2025-04-22,2025-04-22,Battery,Medium,Normal,Battery issue observed after PM cycle,4.52,2.49,193.28,643.02,202.18,845.2,Corrosion,East,Hot-Dry,CUM-500
FAIL_003128,GEN_0659,PM_006531,2025-07-26,2025-07-26,2025-07-26,Oil,Low,Normal,Oil issue observed after PM cycle,11.27,2.44,246.5,961.41,149.31,1110.72,Wear and tear,East,Hot-Dry,CUM-500
