asset_id,asset_name,asset_type,manufacturer,model,install_date,location,region,criticality,environment_type,service_interval_days,base_runtime_hours_per_week,base_load_pct
GEN_0898,Generator 0898,Generator,Caterpillar,CAT-450,2015-02-06,Site_152,South,Medium,Hot-Dry,90,50.36,83.37
GEN_0899,Generator 0899,Generator,Caterpillar,CAT-450,2022-05-12,Site_260,Central,Medium,Cold,90,79.22,41.83
GEN_0900,Generator 0900,Generator,Kohler,KOH-400,2015-09-07,Site_075,North,Medium,Coastal,90,63.44,54.79
GEN_0901,Generator 0901,Generator,Generix,GENX-550,2017-08-25,Site_129,North,Medium,Cold,120,26.94,59.43
GEN_0902,Generator 0902,Generator,MTU,MTU-480,2018-05-03,Site_136,North,Low,Hot-Dry,180,54.32,61.94
GEN_0903,Generator 0903,Generator,Kohler,KOH-400,2024-02-10,Site_232,South,Medium,Rural,90,50.71,62.33
GEN_0904,Generator 0904,Generator,Kohler,KOH-400,2019-03-17,Site_283,East,High,Hot-Dry,90,60.19,81.89
GEN_0905,Generator 0905,Generator,Kohler,KOH-400,2024-06-10,Site_261,West,High,Coastal,90,80.57,54.71
GEN_0906,Generator 0906,Generator,Generix,GENX-550,2017-10-14,Site_016,South,Low,Rural,90,77.41,75.93
GEN_0907,Generator 0907,Generator,Cummins,CUM-500,2017-07-10,Site_088,West,Low,Hot-Dry,120,72.47,55.68
GEN_0908,Generator 0908,Generator,Generix,GENX-550,2016-11-16,Site_264,West,High,Rural,180,53.23,63.64
GEN_0909,Generator 0909,Generator,Caterpillar,CAT-450,2024-11-05,Site_096,North,Medium,Hot-Dry,120,56.4,85.7
GEN_0910,Generator 0910,Generator,Caterpillar,CAT-450,2020-05-22,Site_245,East,Medium,Coastal,90,49.51,77.63
GEN_0911,Generator 0911,Generator,Caterpillar,CAT-450,2021-05-09,Site_289,North,Medium,Urban,90,44.35,58.06
GEN_0912,Generator 0912,Generator,Generix,GENX-550,2019-11-16,Site_285,West,Medium,Rural,90,48.86,66.63
GEN_0913,Generator 0913,Generator,MTU,MTU-480,2016-03-07,Site_103,West,Medium,Urban,120,48.99,69.73
GEN_0914,Generator 0914,Generator,Caterpillar,CAT-450,2017-04-26,Site_119,North,High,Coastal,90,76.1,63.05
GEN_0915,Generator 0915,Generator,Caterpillar,CAT-450,2020-03-15,Site_180,Central,Low,Cold,90,56.04,62.57
GEN_0916,Generator 0916,Generator,Kohler,KOH-400,2021-12-27,Site_274,East,Medium,Urban,90,95.0,71.47
GEN_0917,Generator 0917,Generator,Generix,GENX-550,2015-02-03,Site_206,Central,Medium,Coastal,90,59.19,53.71
GEN_0918,Generator 0918,Generator,Cummins,CUM-500,2024-11-04,Site_225,East,Medium,Hot-Dry,90,28.05,48.98
GEN_0919,Generator 0919,Generator,Caterpillar,CAT-450,2018-04-26,Site_215,West,Medium,Rural,120,54.19,51.05
GEN_0920,Generator 0920,Generator,Generix,GENX-550,2022-10-28,Site_260,South,Low,Coastal,180,52.46,79.18
GEN_0921,Generator 0921,Generator,Caterpillar,CAT-450,2024-01-16,Site_238,South,High,Hot-Dry,90,66.8,85.13
GEN_0922,Generator 0922,Generator,Kohler,KOH-400,2022-12-07,Site_221,East,Low,Hot-Dry,90,36.05,60.97
GEN_0923,Generator 0923,Generator,Caterpillar,CAT-450,2018-08-19,Site_079,West,Low,Cold,90,51.03,76.18
GEN_0924,Generator 0924,Generator,Caterpillar,CAT-450,2017-07-11,Site_142,East,Medium,Rural,180,32.08,41.97
GEN_0925,Generator 0925,Generator,Kohler,KOH-400,2024-03-08,Site_232,South,Low,Coastal,90,44.5,71.47
GEN_0926,Generator 0926,Generator,Kohler,KOH-400,2015-02-05,Site_045,East,Medium,Coastal,90,68.26,64.11
GEN_0927,Generator 0927,Generator,Generix,GENX-550,2022-07-24,Site_064,West,Medium,Urban,90,54.98,73.69
GEN_0928,Generator 0928,Generator,Caterpillar,CAT-450,2016-06-08,Site_300,West,High,Urban,90,63.56,60.9
GEN_0929,Generator 0929,Generator,Cummins,CUM-500,2018-01-25,Site_212,North,Low,Urban,90,42.93,83.33
GEN_0930,Generator 0930,Generator,Kohler,KOH-400,2024-04-04,Site_223,South,Medium,Coastal,180,60.29,42.71
GEN_0931,Generator 0931,Generator,Cummins,CUM-500,2024-08-20,Site_011,West,Low,Cold,90,69.64,49.95
GEN_0932,Generator 0932,Generator,Cummins,CUM-500,2024-04-02,Site_024,South,Low,Urban,120,64.74,63.16
GEN_0933,Generator 0933,Generator,MTU,MTU-480,2016-04-15,Site_136,North,High,Coastal,180,76.69,48.79
GEN_0934,Generator 0934,Generator,Generix,GENX-550,2022-08-16,Site_151,East,Medium,Coastal,120,35.89,61.83
GEN_0935,Generator 0935,Generator,Kohler,KOH-400,2018-07-29,Site_130,East,Medium,Cold,180,86.13,64.88
GEN_0936,Generator 0936,Generator,Generix,GENX-550,2021-02-06,Site_225,North,Medium,Urban,90,55.72,86.69
GEN_0937,Generator 0937,Generator,MTU,MTU-480,2018-04-14,Site_155,West,Low,Cold,90,57.22,81.83
GEN_0938,Generator 0938,Generator,MTU,MTU-480,2022-10-21,Site_074,North,High,Urban,90,53.8,53.15
GEN_0939,Generator 0939,Generator,Caterpillar,CAT-450,2018-10-15,Site_048,East,High,Rural,120,72.41,77.11
GEN_0940,Generator 0940,Generator,Caterpillar,CAT-450,2019-12-27,Site_215,East,High,Cold,90,56.55,64.4
GEN_0941,Generator 0941,Generator,Caterpillar,CAT-450,2016-10-23,Site_256,West,Medium,Rural,120,70.81,67.79
GEN_0942,Generator 0942,Generator,Caterpillar,CAT-450,2021-03-04,Site_004,West,Medium,Rural,120,62.25,59.5
GEN_0943,Generator 0943,Generator,Generix,GENX-550,2021-01-30,Site_019,North,Medium,Rural,120,59.25,49.17
GEN_0944,Generator 0944,Generator,Caterpillar,CAT-450,2018-04-06,Site_239,North,Medium,Rural,120,61.99,65.96
GEN_0945,Generator 0945,Generator,Cummins,CUM-500,2015-12-07,Site_030,East,Medium,Rural,180,49.29,61.03
GEN_0946,Generator 0946,Generator,Kohler,KOH-400,2021-04-17,Site_201,East,Low,Coastal,90,49.04,63.18
GEN_0947,Generator 0947,Generator,MTU,MTU-480,2017-07-03,Site_128,Central,Medium,Cold,90,40.48,63.48
GEN_0948,Generator 0948,Generator,Cummins,CUM-500,2022-11-23,Site_242,East,Medium,Rural,120,93.68,79.01
GEN_0949,Generator 0949,Generator,Cummins,CUM-500,2019-10-22,Site_131,Central,Medium,Cold,90,49.05,65.29
GEN_0950,Generator 0950,Generator,Caterpillar,CAT-450,2020-11-12,Site_199,North,Medium,Rural,120,55.8,40.87
GEN_0951,Generator 0951,Generator,Cummins,CUM-500,2023-01-09,Site_266,South,Low,Urban,90,75.04,73.03
GEN_0952,Generator 0952,Generator,MTU,MTU-480,2018-09-07,Site_137,North,Low,Hot-Dry,90,64.02,79.25
GEN_0953,Generator 0953,Generator,Kohler,KOH-400,2017-12-28,Site_187,Central,High,Coastal,90,34.8,80.93
GEN_0954,Generator 0954,Generator,Caterpillar,CAT-450,2020-10-31,Site_182,Central,Medium,Rural,120,68.4,72.15
GEN_0955,Generator 0955,Generator,Kohler,KOH-400,2018-10-30,Site_252,West,Medium,Coastal,120,15.0,52.52
GEN_0956,Generator 0956,Generator,Cummins,CUM-500,2018-12-01,Site_126,West,Medium,Urban,90,59.03,71.54
GEN_0957,Generator 0957,Generator,Cummins,CUM-500,2015-09-22,Site_174,West,Medium,Hot-Dry,120,65.38,58.59
GEN_0958,Generator 0958,Generator,Caterpillar,CAT-450,2016-05-28,Site_005,West,Low,Coastal,90,38.12,55.54
GEN_0959,Generator 0959,Generator,Cummins,CUM-500,2022-08-17,Site_003,East,High,Coastal,120,67.37,42.88
GEN_0960,Generator 0960,Generator,Cummins,CUM-500,2016-11-11,Site_006,North,Medium,Coastal,180,64.65,62.3
GEN_0961,Generator 0961,Generator,Caterpillar,CAT-450,2017-12-03,Site_266,West,Medium,Coastal,90,64.13,84.62
GEN_0962,Generator 0962,Generator,MTU,MTU-480,2021-08-05,Site_096,North,Medium,Cold,90,55.7,51.9
GEN_0963,Generator 0963,Generator,Cummins,CUM-500,2015-11-19,Site_175,North,High,Rural,90,69.52,47.87
GEN_0964,Generator 0964,Generator,Cummins,CUM-500,2017-01-06,Site_107,North,Medium,Hot-Dry,90,40.69,63.27
GEN_0965,Generator 0965,Generator,Caterpillar,CAT-450,2015-11-07,Site_152,West,Medium,Cold,120,75.67,56.92
GEN_0966,Generator 0966,Generator,Cummins,CUM-500,2015-10-01,Site_215,North,High,Hot-Dry,120,46.68,62.63
GEN_0967,Generator 0967,Generator,Caterpillar,CAT-450,2024-07-06,Site_048,Central,Medium,Rural,90,52.27,58.55
GEN_0968,Generator 0968,Generator,MTU,MTU-480,2022-08-16,Site_158,South,Medium,Urban,120,69.97,72.42
GEN_0969,Generator 0969,Generator,Cummins,CUM-500,2016-01-15,Site_032,North,High,Urban,120,58.31,54.56
GEN_0970,Generator 0970,Generator,Caterpillar,CAT-450,2018-09-04,Site_198,South,Low,Coastal,90,44.61,50.87
GEN_0971,Generator 0971,Generator,Kohler,KOH-400,2021-06-16,Site_259,North,High,Hot-Dry,90,29.03,87.6
GEN_0972,Generator 0972,Generator,Cummins,CUM-500,2017-09-12,Site_121,West,Low,Cold,120,51.31,73.74
GEN_0973,Generator 0973,Generator,MTU,MTU-480,2020-02-04,Site_298,South,Medium,Urban,120,31.66,87.91
GEN_0974,Generator 0974,Generator,Caterpillar,CAT-450,2020-10-22,Site_061,North,Medium,Hot-Dry,90,86.36,70.96
GEN_0975,Generator 0975,Generator,Cummins,CUM-500,2015-04-01,Site_102,West,High,Urban,90,71.11,50.96
GEN_0976,Generator 0976,Generator,Caterpillar,CAT-450,2018-09-14,Site_026,West,Low,Coastal,90,67.98,58.02
GEN_0977,Generator 0977,Generator,Caterpillar,CAT-450,2021-09-20,Site_170,East,Medium,Rural,90,45.44,84.82
GEN_0978,Generator 0978,Generator,Caterpillar,CAT-450,2024-05-31,Site_008,Central,Medium,Urban,90,52.5,73.62
GEN_0979,Generator 0979,Generator,Kohler,KOH-400,2015-12-08,Site_241,South,Medium,Rural,90,42.14,50.24
GEN_0980,Generator 0980,Generator,Kohler,KOH-400,2017-10-08,Site_187,West,Medium,Urban,90,75.95,56.98
GEN_0981,Generator 0981,Generator,Caterpillar,CAT-450,2020-11-04,Site_005,South,Low,Coastal,90,87.3,43.28
GEN_0982,Generator 0982,Generator,Generix,GENX-550,2015-09-20,Site_144,Central,High,Cold,120,68.82,85.42
GEN_0983,Generator 0983,Generator,Cummins,CUM-500,2017-05-13,Site_181,Central,Medium,Cold,120,45.55,81.76
GEN_0984,Generator 0984,Generator,Cummins,CUM-500,2015-11-26,Site_085,North,Medium,Coastal,120,68.57,63.81
GEN_0985,Generator 0985,Generator,Kohler,KOH-400,2017-03-25,Site_051,East,High,Cold,90,56.98,69.87
GEN_0986,Generator 0986,Generator,Cummins,CUM-500,2024-07-27,Site_173,East,Medium,Cold,120,51.8,60.4
GEN_0987,Generator 0987,Generator,Kohler,KOH-400,2023-09-27,Site_082,West,High,Coastal,90,86.29,47.22
GEN_0988,Generator 0988,Generator,Cummins,CUM-500,2023-07-03,Site_218,Central,Medium,Coastal,120,75.32,54.76
GEN_0989,Generator 0989,Generator,MTU,MTU-480,2023-11-02,Site_190,Central,High,Coastal,90,39.53,82.43
GEN_0990,Generator 0990,Generator,Cummins,CUM-500,2017-11-29,Site_108,South,Low,Urban,90,48.03,72.93
GEN_0991,Generator 0991,Generator,Kohler,KOH-400,2023-07-07,Site_052,Central,Medium,Rural,120,88.73,59.82
GEN_0992,Generator 0992,Generator,Cummins,CUM-500,2017-12-09,Site_169,South,Low,Hot-Dry,90,56.03,71.34
GEN_0993,Generator 0993,Generator,Generix,GENX-550,2015-06-06,Site_290,Central,Low,Hot-Dry,90,51.76,68.19
GEN_0994,Generator 0994,Generator,Kohler,KOH-400,2015-10-16,Site_002,South,High,Cold,90,49.36,63.34
GEN_0995,Generator 0995,Generator,Kohler,KOH-400,2016-07-12,Site_252,North,Medium,Hot-Dry,120,74.95,67.28
GEN_0996,Generator 0996,Generator,Generix,GENX-550,2020-02-25,Site_180,Central,Low,Cold,90,54.21,66.47
GEN_0997,Generator 0997,Generator,Caterpillar,CAT-450,2020-09-22,Site_159,West,High,Hot-Dry,90,49.68,80.6
GEN_0998,Generator 0998,Generator,Cummins,CUM-500,2020-01-31,Site_115,North,Low,Cold,120,52.76,71.59
GEN_0999,Generator 0999,Generator,MTU,MTU-480,2024-04-03,Site_145,Central,High,Cold,120,88.2,63.79
GEN_1000,Generator 1000,Generator,Caterpillar,CAT-450,2017-09-01,Site_063,East,High,Urban,120,93.83,69.74
GEN_1001,Generator 1001,Generator,Generix,GENX-550,2017-03-18,Site_278,North,Low,Rural,90,65.7,56.97
GEN_1002,Generator 1002,Generator,MTU,MTU-480,2016-07-16,Site_115,Central,Low,Cold,90,76.54,61.59
GEN_1003,Generator 1003,Generator,Caterpillar,CAT-450,2024-11-12,Site_129,Central,Medium,Urban,120,58.02,65.45
GEN_1004,Generator 1004,Generator,Kohler,KOH-400,2019-05-31,Site_052,West,Medium,Rural,90,60.6,62.49
GEN_1005,Generator 1005,Generator,Generix,GENX-550,2020-03-20,Site_285,South,Medium,Rural,120,35.89,75.3
GEN_1006,Generator 1006,Generator,Cummins,CUM-500,2017-06-29,Site_239,West,Medium,Urban,180,41.46,46.48
GEN_1007,Generator 1007,Generator,MTU,MTU-480,2017-07-14,Site_252,South,Low,Hot-Dry,120,70.15,51.69
GEN_1008,Generator 1008,Generator,Generix,GENX-550,2016-03-01,Site_055,North,High,Cold,120,68.96,89.66
GEN_1009,Generator 1009,Generator,Generix,GENX-550,2015-05-09,Site_080,South,Medium,Urban,90,37.13,80.85
GEN_1010,Generator 1010,Generator,Cummins,CUM-500,2023-04-14,Site_172,Central,High,Hot-Dry,90,36.42,61.24
GEN_1011,Generator 1011,Generator,Kohler,KOH-400,2019-05-25,Site_045,East,High,Coastal,120,61.04,81.29
GEN_1012,Generator 1012,Generator,Generix,GENX-550,2020-11-09,Site_115,South,Low,Rural,120,44.71,39.72
GEN_1013,Generator 1013,Generator,Caterpillar,CAT-450,2020-10-05,Site_261,Central,Low,Coastal,90,70.15,80.59
GEN_1014,Generator 1014,Generator,MTU,MTU-480,2024-09-28,Site_136,East,High,Rural,90,54.72,63.5
GEN_1015,Generator 1015,Generator,Generix,GENX-550,2019-11-18,Site_070,West,High,Hot-Dry,90,85.57,61.35
GEN_1016,Generator 1016,Generator,Generix,GENX-550,2022-12-01,Site_256,West,High,Hot-Dry,120,95.0,77.05
GEN_1017,Generator 1017,Generator,Kohler,KOH-400,2015-10-22,Site_221,East,Medium,Hot-Dry,120,28.13,70.73
GEN_1018,Generator 1018,Generator,MTU,MTU-480,2019-07-05,Site_058,East,Low,Coastal,90,50.85,49.34
GEN_1019,Generator 1019,Generator,Generix,GENX-550,2015-08-10,Site_126,North,Low,Urban,90,38.59,57.67
GEN_1020,Generator 1020,Generator,Kohler,KOH-400,2016-08-20,Site_221,West,Medium,Urban,90,53.04,51.47
GEN_1021,Generator 1021,Generator,MTU,MTU-480,2020-11-11,Site_098,West,Low,Rural,120,54.67,54.87
GEN_1022,Generator 1022,Generator,Caterpillar,CAT-450,2024-12-11,Site_079,West,Medium,Coastal,120,34.73,56.72
GEN_1023,Generator 1023,Generator,Cummins,CUM-500,2015-08-29,Site_148,North,Medium,Cold,90,65.81,54.31
GEN_1024,Generator 1024,Generator,Generix,GENX-550,2015-11-26,Site_113,Central,Medium,Hot-Dry,180,33.98,64.5
GEN_1025,Generator 1025,Generator,Cummins,CUM-500,2015-06-22,Site_013,Central,Medium,Hot-Dry,90,55.11,84.16
GEN_1026,Generator 1026,Generator,Kohler,KOH-400,2020-05-31,Site_245,Central,Medium,Rural,120,44.88,77.18
GEN_1027,Generator 1027,Generator,Caterpillar,CAT-450,2019-05-31,Site_060,South,High,Urban,120,51.2,65.69
GEN_1028,Generator 1028,Generator,Caterpillar,CAT-450,2023-07-11,Site_058,South,High,Urban,90,86.17,70.27
GEN_1029,Generator 1029,Generator,Cummins,CUM-500,2020-11-07,Site_235,West,Medium,Cold,90,81.93,64.32
GEN_1030,Generator 1030,Generator,Kohler,KOH-400,2019-08-17,Site_212,East,High,Cold,180,65.02,75.23
GEN_1031,Generator 1031,Generator,Caterpillar,CAT-450,2024-09-20,Site_181,West,Medium,Hot-Dry,120,52.15,64.59
GEN_1032,Generator 1032,Generator,Kohler,KOH-400,2018-02-27,Site_135,South,High,Cold,90,63.38,78.73
GEN_1033,Generator 1033,Generator,Generix,GENX-550,2017-02-03,Site_007,West,Medium,Hot-Dry,90,46.91,56.38
GEN_1034,Generator 1034,Generator,MTU,MTU-480,2017-08-31,Site_259,Central,Medium,Hot-Dry,90,49.25,67.96
GEN_1035,Generator 1035,Generator,Generix,GENX-550,2018-07-25,Site_198,East,Medium,Urban,120,77.83,48.05
GEN_1036,Generator 1036,Generator,Caterpillar,CAT-450,2016-06-19,Site_280,West,High,Coastal,90,63.52,70.99
GEN_1037,Generator 1037,Generator,Caterpillar,CAT-450,2017-01-16,Site_081,South,Medium,Cold,120,34.09,62.62
GEN_1038,Generator 1038,Generator,Generix,GENX-550,2021-03-09,Site_273,East,High,Cold,120,60.66,44.25
GEN_1039,Generator 1039,Generator,Kohler,KOH-400,2023-01-03,Site_136,East,Medium,Rural,90,45.67,57.54
GEN_1040,Generator 1040,Generator,Cummins,CUM-500,2016-03-26,Site_121,Central,High,Cold,90,95.0,54.75
GEN_1041,Generator 1041,Generator,MTU,MTU-480,2021-09-01,Site_099,Central,Medium,Cold,90,43.44,74.91
GEN_1042,Generator 1042,Generator,Generix,GENX-550,2016-08-31,Site_291,North,High,Rural,90,64.96,58.67
GEN_1043,Generator 1043,Generator,MTU,MTU-480,2017-11-10,Site_198,Central,Medium,Coastal,120,61.39,67.02
GEN_1044,Generator 1044,Generator,Caterpillar,CAT-450,2016-04-13,Site_165,West,Low,Rural,90,63.4,64.26
GEN_1045,Generator 1045,Generator,Kohler,KOH-400,2022-05-07,Site_144,South,High,Urban,90,55.73,63.03
GEN_1046,Generator 1046,Generator,MTU,MTU-480,2016-03-02,Site_147,East,Medium,Rural,90,56.28,71.43
GEN_1047,Generator 1047,Generator,Kohler,KOH-400,2022-03-23,Site_232,East,Medium,Urban,90,61.27,71.24
GEN_1048,Generator 1048,Generator,Caterpillar,CAT-450,2019-05-23,Site_275,Central,Medium,Coastal,120,40.85,76.19
GEN_1049,Generator 1049,Generator,Generix,GENX-550,2021-08-04,Site_044,North,Medium,Rural,90,41.81,74.0
GEN_1050,Generator 1050,Generator,Cummins,CUM-500,2021-04-18,Site_284,North,Medium,Coastal,120,44.96,79.48
GEN_1051,Generator 1051,Generator,Caterpillar,CAT-450,2019-12-27,Site_068,West,High,Hot-Dry,90,60.84,59.01
GEN_1052,Generator 1052,Generator,MTU,MTU-480,2019-07-21,Site_117,East,Low,Rural,90,44.0,71.81
GEN_1053,Generator 1053,Generator,Kohler,KOH-400,2023-02-01,Site_005,North,Medium,Rural,120,37.8,70.47
GEN_1054,Generator 1054,Generator,Generix,GENX-550,2022-04-07,Site_029,North,Medium,Rural,120,47.16,68.57
GEN_1055,Generator 1055,Generator,MTU,MTU-480,2017-02-02,Site_029,South,Medium,Coastal,90,75.58,52.69
GEN_1056,Generator 1056,Generator,Generix,GENX-550,2021-11-27,Site_298,Central,High,Cold,180,64.83,74.88
GEN_1057,Generator 1057,Generator,Kohler,KOH-400,2021-05-20,Site_041,North,Medium,Rural,90,59.63,60.33
GEN_1058,Generator 1058,Generator,Caterpillar,CAT-450,2018-11-17,Site_265,South,Low,Urban,90,76.93,77.58
GEN_1059,Generator 1059,Generator,Kohler,KOH-400,2018-09-07,Site_111,South,Medium,Rural,90,48.35,71.39
GEN_1060,Generator 1060,Generator,Cummins,CUM-500,2022-04-30,Site_287,Central,Medium,Urban,120,65.36,51.8
GEN_1061,Generator 1061,Generator,Kohler,KOH-400,2016-09-24,Site_172,West,Medium,Urban,180,42.84,58.63
GEN_1062,Generator 1062,Generator,Caterpillar,CAT-450,2024-05-02,Site_235,West,High,Rural,120,82.64,56.73
GEN_1063,Generator 1063,Generator,Kohler,KOH-400,2019-06-19,Site_157,West,Medium,Cold,90,44.28,67.24
GEN_1064,Generator 1064,Generator,Kohler,KOH-400,2015-03-26,Site_166,West,Low,Rural,120,60.62,56.81
GEN_1065,Generator 1065,Generator,Caterpillar,CAT-450,2016-04-08,Site_007,South,High,Hot-Dry,120,28.96,55.23
GEN_1066,Generator 1066,Generator,Cummins,CUM-500,2020-06-03,Site_199,North,Medium,Urban,120,50.27,63.81
GEN_1067,Generator 1067,Generator,Cummins,CUM-500,2021-05-06,Site_221,East,Medium,Coastal,120,39.95,81.57
GEN_1068,Generator 1068,Generator,Kohler,KOH-400,2018-01-30,Site_018,East,Medium,Cold,90,41.4,77.76
GEN_1069,Generator 1069,Generator,Generix,GENX-550,2021-03-20,Site_006,Central,Medium,Urban,90,79.38,84.36
GEN_1070,Generator 1070,Generator,Caterpillar,CAT-450,2020-09-18,Site_235,South,High,Urban,90,54.85,64.63
GEN_1071,Generator 1071,Generator,Caterpillar,CAT-450,2021-12-09,Site_014,West,Medium,Cold,90,67.93,80.45
GEN_1072,Generator 1072,Generator,Caterpillar,CAT-450,2019-08-12,Site_284,North,High,Coastal,180,60.36,59.67
GEN_1073,Generator 1073,Generator,Cummins,CUM-500,2017-09-16,Site_017,North,Medium,Hot-Dry,120,77.77,63.51
GEN_1074,Generator 1074,Generator,Cummins,CUM-500,2021-05-08,Site_205,South,High,Cold,90,68.99,71.27
GEN_1075,Generator 1075,Generator,MTU,MTU-480,2015-09-26,Site_088,Central,Low,Cold,90,28.05,47.84
GEN_1076,Generator 1076,Generator,Caterpillar,CAT-450,2016-04-29,Site_272,South,Medium,Urban,180,75.45,62.06
GEN_1077,Generator 1077,Generator,Cummins,CUM-500,2024-04-01,Site_295,Central,High,Rural,90,56.27,55.06
GEN_1078,Generator 1078,Generator,Cummins,CUM-500,2020-09-14,Site_049,East,Low,Urban,90,72.52,54.83
GEN_1079,Generator 1079,Generator,MTU,MTU-480,2018-03-24,Site_132,East,Medium,Cold,120,95.0,60.72
GEN_1080,Generator 1080,Generator,Kohler,KOH-400,2021-08-22,Site_090,East,Low,Cold,120,43.41,58.35
GEN_1081,Generator 1081,Generator,MTU,MTU-480,2019-03-05,Site_173,East,Medium,Urban,120,53.3,48.83
GEN_1082,Generator 1082,Generator,Cummins,CUM-500,2019-04-10,Site_231,West,Low,Coastal,90,34.86,69.91
GEN_1083,Generator 1083,Generator,Generix,GENX-550,2020-02-02,Site_206,West,High,Hot-Dry,90,81.11,73.03
GEN_1084,Generator 1084,Generator,Caterpillar,CAT-450,2024-11-11,Site_126,Central,High,Urban,180,76.78,53.66
GEN_1085,Generator 1085,Generator,Generix,GENX-550,2020-09-11,Site_211,South,Medium,Urban,90,61.38,78.97
GEN_1086,Generator 1086,Generator,Kohler,KOH-400,2020-07-11,Site_172,East,Low,Rural,180,33.2,60.08
GEN_1087,Generator 1087,Generator,Generix,GENX-550,2015-11-03,Site_077,Central,Medium,Hot-Dry,90,63.61,62.15
GEN_1088,Generator 1088,Generator,Generix,GENX-550,2019-03-17,Site_159,West,High,Hot-Dry,120,51.6,74.08
GEN_1089,Generator 1089,Generator,Generix,GENX-550,2019-05-15,Site_166,South,High,Cold,120,47.91,78.69
GEN_1090,Generator 1090,Generator,Caterpillar,CAT-450,2022-12-29,Site_232,North,Medium,Cold,90,73.38,62.5
GEN_1091,Generator 1091,Generator,Caterpillar,CAT-450,2021-01-30,Site_121,North,Low,Cold,90,73.4,61.48
GEN_1092,Generator 1092,Generator,MTU,MTU-480,2018-10-27,Site_300,South,Low,Urban,120,40.64,82.1
GEN_1093,Generator 1093,Generator,Generix,GENX-550,2018-05-09,Site_202,East,Medium,Coastal,90,23.24,57.34
GEN_1094,Generator 1094,Generator,Cummins,CUM-500,2018-12-05,Site_075,West,High,Urban,120,45.18,55.01
GEN_1095,Generator 1095,Generator,Kohler,KOH-400,2015-06-06,Site_159,South,High,Coastal,90,73.37,62.4
GEN_1096,Generator 1096,Generator,Caterpillar,CAT-450,2020-09-26,Site_112,South,Medium,Coastal,120,64.04,69.17
GEN_1097,Generator 1097,Generator,Caterpillar,CAT-450,2022-08-08,Site_014,North,High,Coastal,120,67.51,84.62
GEN_1098,Generator 1098,Generator,Caterpillar,CAT-450,2017-07-25,Site_018,Central,Low,Urban,90,65.25,95.0
GEN_1099,Generator 1099,Generator,Cummins,CUM-500,2018-08-28,Site_046,South,Medium,Rural,90,51.56,56.96
GEN_1100,Generator 1100,Generator,Generix,GENX-550,2020-07-10,Site_222,North,Medium,Coastal,90,65.54,67.31
GEN_1101,Generator 1101,Generator,Cummins,CUM-500,2021-07-27,Site_274,Central,Low,Hot-Dry,90,54.47,82.36
GEN_1102,Generator 1102,Generator,Cummins,CUM-500,2019-06-12,Site_258,Central,Low,Coastal,120,52.34,58.09
GEN_1103,Generator 1103,Generator,MTU,MTU-480,2020-04-17,Site_009,South,High,Cold,90,16.41,71.7
GEN_1104,Generator 1104,Generator,Cummins,CUM-500,2019-10-11,Site_191,West,High,Cold,90,57.64,80.13
GEN_1105,Generator 1105,Generator,Generix,GENX-550,2017-06-20,Site_028,Central,High,Coastal,120,75.87,58.51
GEN_1106,Generator 1106,Generator,Caterpillar,CAT-450,2021-08-18,Site_061,North,Low,Coastal,90,76.34,65.42
GEN_1107,Generator 1107,Generator,Caterpillar,CAT-450,2023-07-27,Site_290,Central,Medium,Rural,90,51.67,75.1
GEN_1108,Generator 1108,Generator,Generix,GENX-550,2023-07-16,Site_054,East,Medium,Rural,120,69.95,61.99
GEN_1109,Generator 1109,Generator,MTU,MTU-480,2015-12-10,Site_082,South,Medium,Coastal,90,76.88,57.7
GEN_1110,Generator 1110,Generator,Caterpillar,CAT-450,2020-03-16,Site_235,South,Medium,Urban,90,79.97,72.98
GEN_1111,Generator 1111,Generator,Kohler,KOH-400,2021-01-16,Site_076,West,Medium,Hot-Dry,120,62.94,43.76
GEN_1112,Generator 1112,Generator,MTU,MTU-480,2022-01-28,Site_195,North,Medium,Cold,90,50.29,75.52
GEN_1113,Generator 1113,Generator,Caterpillar,CAT-450,2019-05-26,Site_044,North,Medium,Hot-Dry,180,52.33,74.31
GEN_1114,Generator 1114,Generator,Caterpillar,CAT-450,2018-05-01,Site_182,West,Medium,Hot-Dry,120,79.99,62.32
GEN_1115,Generator 1115,Generator,Cummins,CUM-500,2019-01-02,Site_081,East,Low,Rural,90,68.13,57.41
GEN_1116,Generator 1116,Generator,Kohler,KOH-400,2019-07-15,Site_065,East,High,Coastal,120,72.42,56.54
GEN_1117,Generator 1117,Generator,Kohler,KOH-400,2022-12-10,Site_238,East,High,Hot-Dry,120,72.82,89.71
GEN_1118,Generator 1118,Generator,Kohler,KOH-400,2021-12-29,Site_039,Central,High,Coastal,90,37.48,61.54
GEN_1119,Generator 1119,Generator,Generix,GENX-550,2024-11-26,Site_013,Central,High,Urban,90,56.09,41.63
GEN_1120,Generator 1120,Generator,Kohler,KOH-400,2015-05-20,Site_292,East,Medium,Rural,90,45.4,66.96
GEN_1121,Generator 1121,Generator,Generix,GENX-550,2021-07-22,Site_108,North,High,Hot-Dry,120,48.27,78.15
GEN_1122,Generator 1122,Generator,Kohler,KOH-400,2019-03-26,Site_031,North,Low,Coastal,120,53.17,65.09
GEN_1123,Generator 1123,Generator,Caterpillar,CAT-450,2023-08-13,Site_092,West,Low,Hot-Dry,180,48.98,76.38
